,Mobile,Rating,Date,Review,Month,Year,Audio,Battery,Camera,Design,Fingerprint,Memory,OS,Performance,Others
187,,3,26-Nov-18,i decided purchase device lot positive reviews awesome quality camera after day thinking i decided got op but kind one month use i want say camera phone worst low light i using Hamsun galaxy s device last months comparison op nothing terms camera pictures rest superb whether sound battery etc,Nov,2018,Yes,Yes,Yes,Yes,,,,,
188,,4,14-Nov-18,deducting star brightness phone just OK i expect gone best premium brands like Hamsun etc spent many under sun brightness far disappointing this one thing disappointed lot else every means phone awesome,Nov,2018,,,,,,,,,
189,,5,08-Nov-18,this good phone i used op now bought op everything phone awesome only complaint speaker after months disturbance playing music the phone never fell took good care small issue regularly use headphones otherwise issue phone,Nov,2018,Yes,,,Yes,,,,,
190,,1,03-Nov-18,worst phone worst battery back last four hours also i brought days battery life worst phone also amazon helping worst customer care,Nov,2018,,Yes,,,,,,,
191,,4,07-Jul-18,amazons delivery quiet food package neat tidy even time delivery courier boy used scan bar code recognize cozy poor quality packing coming mobile mobile good display quiet big handle makes tough operate single hand even body slippery careful gets slipped theres chance display breakage mobile good compared products range,Jul,2018,,,,Yes,,,,,
192,,5,18-Nov-18,if already watched you tube reviews amazing phone go i hesitations recommend product get emu money saved it absolutely worth ,Nov,2018,,,,,,,,,
193,,1,08-Nov-18,poor quality camera worst video recording even k phone will give better picture quality only thing i like face unlock dash charging one plus better sound compared one good battery life till now before buying just compare mi pro one mi far better i made Wong decision buy one,Nov,2018,Yes,Yes,Yes,,,,,,
194,,5,28-Sep-18,purchased mother she thrilled her first smart phone one plus us fans one plus the features beat even best phones pix qualities awesome even night,Sep,2018,,,,,,,,,
195,,4,13-Oct-18,one consistently maintaining leadership it sections well i wish pure android version also the one problem touch sensitive sometimes key board layout spaced well often typing fast problem particularly space bar home button close otherwise phone great value money premium feeling way,Oct,2018,,,,Yes,,,Yes,Yes,
196,,5,09-Sep-18,simply best phone i using Hamsun phones till now i must say definitely best phone market lots things mention but keep review short i just say mobile superb,Sep,2018,,,,,,,,,
197,,4,19-Nov-18,the phone awesome it works amazing the picture quality camera truly remarkable it per expected even latest update night mode working really nice sound quality oh its much loud oh game changing battery life if normal user battery will last till day but core user charged phone twice day other wise great phone,Nov,2018,Yes,Yes,Yes,,,,Yes,,
198,,5,02-Dec-18,i fall love this phone super fast delay delivery satisfied when i unbound i express moment lots joy comes heart till now lagging totally smooth box all accessories conditions good crack basically silk white color much good my device running android oxygen OS GB thanks one plus,Dec,2018,,,,Yes,,Yes,Yes,Yes,
199,,3,04-Sep-18,thought snapdragon GB ram phone great hangs sometime screen becomes non responsive may rectify update,Sep,2018,,,,Yes,,Yes,Yes,,
200,,5,04-Feb-19,had one plus upgraded didn't find much difference apart upgrades picture quality of course big screen battery life one plus almost day according usage gaming like pub i charge twice overall good buy latest software updates,Feb,2019,,Yes,,Yes,,,Yes,,
